Address,Area,Frontage,Access Road,House direction,Balcony direction,Bedrooms,Bathrooms,Legal status,Furniture state,Price,Day,Province,District,Detail,Price_per_m2,Area_Group,Price_Segment,Latitude,Longitude
"Bình Dương, Dĩ An, Căn hộ chung cư tại Bcons Center City",86.0,6.0,10.0,Đông - Nam,Đông - Nam,3.0,2.0,Hợp đồng mua bán,Cơ bản,0.05,23,Bình Dương,Dĩ An,Căn hộ chung cư tại Bcons Center City,0.0,70-90 m²,<4 tỷ,11.1604,106.6508
"Hà Nội, Cầu Giấy, Căn hộ chung cư tại Sun Feliza Suites",70.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Không xác định,Không xác định,12.8,15,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Sun Feliza Suites,0.18,50-70 m²,>10 tỷ,21.0285,105.8542
"Hà Nội, Nam Từ Liêm, Căn hộ chung cư tại Iconia Lakeside",75.4,6.0,10.0,Đông - Nam,Tây - Bắc,2.0,2.0,Đã có sổ,Cơ bản,7.2,23,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iconia Lakeside,0.1,70-90 m²,6-8 tỷ,21.0285,105.8542
"Hà Nội, Bắc Từ Liêm, Căn hộ chung cư tại Green Stars",67.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Cơ bản,5.5,23,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Green Stars,0.08,50-70 m²,4-6 tỷ,21.0285,105.8542
"Hà Nội, Bắc Từ Liêm, Căn hộ chung cư tại Green Stars",102.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Cơ bản,8.1,23,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Green Stars,0.08,>90 m²,8-10 tỷ,21.0285,105.8542
"Hưng Yên, Mỹ Hào, Căn hộ chung cư tại Majestic City",60.0,6.0,10.0,Tây,Đông,2.0,2.0,Hợp đồng mua bán,Cơ bản,0.02,23,Hưng Yên,Mỹ Hào,Căn hộ chung cư tại Majestic City,0.0,50-70 m²,<4 tỷ,20.6464,106.0511
"Hà Nội, Hà Đông, Căn hộ chung cư tại The Pride",110.0,6.0,10.0,Bắc,Nam,3.0,3.0,Đã có sổ,Đầy đủ,6.3,23,Hà Nội,Hà Đông,Căn hộ chung cư tại The Pride,0.06,>90 m²,6-8 tỷ,21.0285,105.8542
"Hà Nội, Thanh Xuân, Căn hộ chung cư tại Hanoi Seasons Garden",79.2,6.0,10.0,Đông - Nam,Tây - Bắc,2.0,2.0,Hợp đồng mua bán,Cơ bản,12.14,23,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Hanoi Seasons Garden,0.15,70-90 m²,>10 tỷ,21.0285,105.8542
"Cần Thơ, Cái Răng, Căn hộ chung cư tại Cara River Park",157.6,6.0,10.0,Không xác định,Không xác định,4.0,3.0,Không xác định,Không xác định,8.6,23,Cần Thơ,Cái Răng,Căn hộ chung cư tại Cara River Park,0.05,>90 m²,8-10 tỷ,10.0452,105.7469
"Cần Thơ, Cái Răng, Căn hộ chung cư tại Cara River Park",70.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Không xác định,Đầy đủ,3.5,23,Cần Thơ,Cái Răng,Căn hộ chung cư tại Cara River Park,0.05,50-70 m²,<4 tỷ,10.0452,105.7469
"Cần Thơ, Cái Răng, Căn hộ chung cư tại Cara River Park",85.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Đầy đủ,3.56,23,Cần Thơ,Cái Răng,Căn hộ chung cư tại Cara River Park,0.04,70-90 m²,<4 tỷ,10.0452,105.7469
"Hồ Chí Minh, Bình Thạnh, Căn hộ chung cư tại Saigon Pearl",86.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,16.37,23,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư tại Saigon Pearl,0.19,70-90 m²,>10 tỷ,10.7769,106.7009
"Hồ Chí Minh, Bình Thạnh, Căn hộ chung cư tại Saigon Pearl",86.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Đầy đủ,16.37,23,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư tại Saigon Pearl,0.19,70-90 m²,>10 tỷ,10.7769,106.7009
"Hồ Chí Minh, Bình Thạnh, Căn hộ chung cư tại Saigon Pearl",152.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Cơ bản,20.0,23,Hồ Chí Minh,Bình Thạnh,Căn hộ chung cư tại Saigon Pearl,0.13,>90 m²,>10 tỷ,10.7769,106.7009
"Đà Nẵng, Sơn Trà, Căn hộ chung cư tại Peninsula Đà Nẵng",48.3,6.0,10.0,Đông - Nam,Không xác định,1.0,1.0,Không xác định,Không xác định,6.46,23,Đà Nẵng,Sơn Trà,Căn hộ chung cư tại Peninsula Đà Nẵng,0.13,30-50 m²,6-8 tỷ,16.0544,108.2022
"Đà Nẵng, Ngũ Hành Sơn, Căn hộ chung cư tại Regal Complex Da Nang",88.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Đầy đủ,9.21,23,Đà Nẵng,Ngũ Hành Sơn,Căn hộ chung cư tại Regal Complex Da Nang,0.1,70-90 m²,8-10 tỷ,16.0544,108.2022
"Quảng Ninh, Hạ Long, Căn hộ chung cư tại SkyM",35.0,6.0,10.0,Đông - Nam,Không xác định,1.0,1.0,Hợp đồng mua bán,Cơ bản,1.56,23,Quảng Ninh,Hạ Long,Căn hộ chung cư tại SkyM,0.04,30-50 m²,<4 tỷ,21.0069,107.2925
"Hải Phòng, Ngô Quyền, Căn hộ chung cư tại Diamond Crown Hải Phòng",56.0,6.0,10.0,Không xác định,Đông - Nam,2.0,1.0,Đã có sổ,Không xác định,2.55,23,Hải Phòng,Ngô Quyền,Căn hộ chung cư tại Diamond Crown Hải Phòng,0.05,50-70 m²,<4 tỷ,20.8449,106.6881
"Hà Nội, Nam Từ Liêm, Căn hộ chung cư tại Vinhomes West Point",69.0,6.0,10.0,Đông - Nam,Đông - Nam,2.0,2.0,Đã có sổ,Đầy đủ,8.8,23,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Vinhomes West Point,0.13,50-70 m²,8-10 tỷ,21.0285,105.8542
"Thừa Thiên Huế, Huế, Căn hộ chung cư tại Hue Heritage",82.8,6.0,10.0,Đông - Nam,Tây - Bắc,3.0,2.0,Hợp đồng mua bán,Cơ bản,5.37,23,Thừa Thiên Huế,Huế,Căn hộ chung cư tại Hue Heritage,0.06,70-90 m²,4-6 tỷ,16.4637,107.5909
"Hà Nội, Hoài Đức, Căn hộ chung cư tại Imperia Sky Park",44.02,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,4.2,23,Hà Nội,Hoài Đức,Căn hộ chung cư tại Imperia Sky Park,0.1,30-50 m²,4-6 tỷ,21.0285,105.8542
"Hồ Chí Minh, Quận 9, Căn hộ chung cư tại The Eastern",111.0,6.0,10.0,Bắc,Không xác định,3.0,2.0,Đã có sổ,Đầy đủ,4.8,23,Hồ Chí Minh,Quận 9,Căn hộ chung cư tại The Eastern,0.04,>90 m²,4-6 tỷ,10.7769,106.7009
"Hà Nội, Cầu Giấy, Căn hộ chung cư tại đường Thành Thái",154.0,6.0,10.0,Nam,Tây - Nam,4.0,3.0,Đã có sổ,Đầy đủ,21.5,23,Hà Nội,Cầu Giấy,Căn hộ chung cư tại đường Thành Thái,0.14,>90 m²,>10 tỷ,21.0285,105.8542
"Hà Nội, Cầu Giấy, Căn hộ chung cư tại Home City Trung Kính",98.0,6.0,10.0,Tây - Bắc,Tây - Nam,3.0,2.0,Không xác định,Không xác định,10.5,23,Hà Nội,Cầu Giấy,Căn hộ chung cư tại Home City Trung Kính,0.11,>90 m²,>10 tỷ,21.0285,105.8542
"Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Gateway Thảo Điền",142.13,6.0,10.0,Đông,Tây,4.0,3.0,Hợp đồng mua bán,Cơ bản,23.0,23,Hồ Chí Minh,Quận 2,Căn hộ chung cư tại Gateway Thảo Điền,0.16,>90 m²,>10 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 7, Căn hộ chung cư tại Star Hill",112.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,10.9,23,Hồ Chí Minh,Quận 7,Căn hộ chung cư tại Star Hill,0.1,>90 m²,>10 tỷ,10.7769,106.7009
"Bình Dương, Thuận An, Căn hộ chung cư tại Bcons NewSky",99.0,6.0,10.0,Tây - Nam,Đông - Nam,3.0,3.0,Đã có sổ,Cơ bản,5.0,23,Bình Dương,Thuận An,Căn hộ chung cư tại Bcons NewSky,0.05,>90 m²,4-6 tỷ,11.1604,106.6508
"Bình Dương, Dĩ An, Căn hộ chung cư tại Bcons Center City",60.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Cơ bản,3.0,23,Bình Dương,Dĩ An,Căn hộ chung cư tại Bcons Center City,0.05,50-70 m²,<4 tỷ,11.1604,106.6508
"Đà Nẵng, Ngũ Hành Sơn, Căn hộ chung cư tại FourS Tower",53.81,6.0,10.0,Đông - Nam,Đông - Nam,1.0,1.0,Không xác định,Không xác định,2.3,23,Đà Nẵng,Ngũ Hành Sơn,Căn hộ chung cư tại FourS Tower,0.04,50-70 m²,<4 tỷ,16.0544,108.2022
"Hà Nội, Hoài Đức, Căn hộ chung cư tại Gemek Tower",68.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Đầy đủ,7.65,23,Hà Nội,Hoài Đức,Căn hộ chung cư tại Gemek Tower,0.11,50-70 m²,6-8 tỷ,21.0285,105.8542
"Hà Nội, Tây Hồ, Căn hộ chung cư tại Celestine Westlake",517.2,6.0,10.0,Tây - Bắc,Đông - Nam,5.0,2.0,Đã có sổ,Đầy đủ,87.77,23,Hà Nội,Tây Hồ,Căn hộ chung cư tại Celestine Westlake,0.17,>90 m²,>10 tỷ,21.0285,105.8542
"Hà Nội, Hoài Đức, Căn hộ chung cư tại Hinode Royal Park",110.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,7.5,23,Hà Nội,Hoài Đức,Căn hộ chung cư tại Hinode Royal Park,0.07,>90 m²,6-8 tỷ,21.0285,105.8542
"Hải Phòng, Thủy Nguyên, Căn hộ chung cư tại Hoàng Huy Green River",63.0,6.0,10.0,Bắc,Nam,2.0,2.0,Đã có sổ,Không xác định,1.5,23,Hải Phòng,Thủy Nguyên,Căn hộ chung cư tại Hoàng Huy Green River,0.02,50-70 m²,<4 tỷ,20.8449,106.6881
"Đà Nẵng, Sơn Trà, Căn hộ chung cư tại Sun Symphony Residence",30.1,6.0,10.0,Tây - Nam,Không xác định,1.0,2.0,Hợp đồng mua bán,Không xác định,2.5,23,Đà Nẵng,Sơn Trà,Căn hộ chung cư tại Sun Symphony Residence,0.08,30-50 m²,<4 tỷ,16.0544,108.2022
"Hồ Chí Minh, Gò Vấp, Căn hộ chung cư tại CityLand Park Hills",100.0,6.0,10.0,Nam,Không xác định,3.0,2.0,Đã có sổ,Đầy đủ,6.8,23,Hồ Chí Minh,Gò Vấp,Căn hộ chung cư tại CityLand Park Hills,0.07,>90 m²,6-8 tỷ,10.7769,106.7009
"Hồ Chí Minh, Gò Vấp, Căn hộ chung cư tại CityLand Park Hills",72.0,6.0,10.0,Bắc,Nam,2.0,2.0,Đã có sổ,Đầy đủ,5.5,23,Hồ Chí Minh,Gò Vấp,Căn hộ chung cư tại CityLand Park Hills,0.08,70-90 m²,4-6 tỷ,10.7769,106.7009
"Hà Nội, Bắc Từ Liêm, Căn hộ chung cư tại Goldmark City",100.0,6.0,10.0,Tây - Bắc,Đông - Nam,3.0,2.0,Không xác định,Đầy đủ,8.6,23,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Goldmark City,0.09,>90 m²,8-10 tỷ,21.0285,105.8542
"Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Thu Thiem Zeit River",135.0,6.0,10.0,Đông - Nam,Tây - Bắc,3.0,2.0,Hợp đồng mua bán,Cơ bản,34.5,23,Hồ Chí Minh,Quận 2,Căn hộ chung cư tại Thu Thiem Zeit River,0.26,>90 m²,>10 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 9, Căn hộ chung cư tại The Origami - Vinhomes Grand Park",59.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Không xác định,3.15,23,Hồ Chí Minh,Quận 9,Căn hộ chung cư tại The Origami - Vinhomes Grand Park,0.05,50-70 m²,<4 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 8, Căn hộ chung cư tại City Gate Towers",92.0,6.0,10.0,Bắc,Tây,3.0,2.0,Hợp đồng mua bán,Đầy đủ,3.7,23,Hồ Chí Minh,Quận 8,Căn hộ chung cư tại City Gate Towers,0.04,>90 m²,<4 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Masteri Cosmo Central",54.6,6.0,10.0,Bắc,Nam,1.0,1.0,Hợp đồng mua bán,Không xác định,5.66,23,Hồ Chí Minh,Quận 2,Căn hộ chung cư tại Masteri Cosmo Central,0.1,50-70 m²,4-6 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Masteri Cosmo Central",106.7,6.0,10.0,Đông - Nam,Tây - Bắc,3.0,2.0,Không xác định,Không xác định,13.7,23,Hồ Chí Minh,Quận 2,Căn hộ chung cư tại Masteri Cosmo Central,0.13,>90 m²,>10 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 8, Căn hộ chung cư tại đường Phú Định",40.0,6.0,10.0,Không xác định,Không xác định,1.0,1.0,Hợp đồng mua bán,Cơ bản,2.0,23,Hồ Chí Minh,Quận 8,Căn hộ chung cư tại đường Phú Định,0.05,30-50 m²,<4 tỷ,10.7769,106.7009
"Hà Nội, Hoàng Mai, Căn hộ chung cư tại Hà Nội Melody Residences",75.0,6.0,10.0,Tây - Bắc,Đông - Nam,2.0,2.0,Đã có sổ,Không xác định,4.5,23,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Hà Nội Melody Residences,0.06,70-90 m²,4-6 tỷ,21.0285,105.8542
"Hà Nội, Thanh Trì, Căn hộ chung cư tại Greenera Southmark",76.0,6.0,10.0,Nam,Bắc,2.0,2.0,Đã có sổ,Không xác định,8.3,23,Hà Nội,Thanh Trì,Căn hộ chung cư tại Greenera Southmark,0.11,70-90 m²,8-10 tỷ,21.0285,105.8542
"Hải Phòng, Ngô Quyền, Căn hộ chung cư tại Chung cư Lakeside Garden",69.0,6.0,10.0,Đông - Nam,Tây - Bắc,2.0,2.0,Đã có sổ,Cơ bản,0.04,23,Hải Phòng,Ngô Quyền,Căn hộ chung cư tại Chung cư Lakeside Garden,0.0,50-70 m²,<4 tỷ,20.8449,106.6881
"Bình Dương, Thuận An, Căn hộ chung cư tại Tecco Home An Phú",44.0,6.0,10.0,Nam,Nam,1.0,1.0,Không xác định,Cơ bản,1.5,23,Bình Dương,Thuận An,Căn hộ chung cư tại Tecco Home An Phú,0.03,30-50 m²,<4 tỷ,11.1604,106.6508
"Hồ Chí Minh, Nhà Bè, Căn hộ chung cư tại The Park Residence",52.0,6.0,10.0,Không xác định,Không xác định,2.0,1.0,Không xác định,Đầy đủ,2.4,23,Hồ Chí Minh,Nhà Bè,Căn hộ chung cư tại The Park Residence,0.05,50-70 m²,<4 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 1, Căn hộ chung cư tại Vinhomes Golden River Ba Son",88.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Đầy đủ,22.0,23,Hồ Chí Minh,Quận 1,Căn hộ chung cư tại Vinhomes Golden River Ba Son,0.25,70-90 m²,>10 tỷ,10.7769,106.7009
"Hồ Chí Minh, Quận 1, Căn hộ chung cư tại Vinhomes Golden River Ba Son",90.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,24.5,23,Hồ Chí Minh,Quận 1,Căn hộ chung cư tại Vinhomes Golden River Ba Son,0.27,70-90 m²,>10 tỷ,10.7769,106.7009
"Hà Nội, Đống Đa, Căn hộ chung cư tại phố Chùa Láng",28.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Không xác định,3.58,13,Hà Nội,Đống Đa,Căn hộ chung cư tại phố Chùa Láng,0.13,<30 m²,<4 tỷ,21.0285,105.8542
"Hà Nội, Hoàng Mai, Căn hộ chung cư tại Gelexia Riverside",65.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,4.68,23,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Gelexia Riverside,0.07,50-70 m²,4-6 tỷ,21.0285,105.8542
"Hồ Chí Minh, Quận 7, Căn hộ chung cư tại Hưng Phúc Premier",94.33,6.0,10.0,Đông - Bắc,Tây - Nam,3.0,2.0,Hợp đồng mua bán,Không xác định,9.8,23,Hồ Chí Minh,Quận 7,Căn hộ chung cư tại Hưng Phúc Premier,0.1,>90 m²,8-10 tỷ,10.7769,106.7009
"Bình Dương, Thủ Dầu Một, Căn hộ chung cư tại The Harmonie Phú Mỹ Hưng",45.0,6.0,10.0,Không xác định,Không xác định,1.0,2.0,Hợp đồng mua bán,Không xác định,2.21,23,Bình Dương,Thủ Dầu Một,Căn hộ chung cư tại The Harmonie Phú Mỹ Hưng,0.05,30-50 m²,<4 tỷ,11.1604,106.6508
"Bắc Giang, Bắc Giang, Căn hộ chung cư tại Gold Park",67.0,6.0,10.0,Đông - Bắc,Tây - Nam,2.0,2.0,Hợp đồng mua bán,Không xác định,3.0,23,Bắc Giang,Bắc Giang,Căn hộ chung cư tại Gold Park,0.04,50-70 m²,<4 tỷ,21.2731,106.1946
"Hồ Chí Minh, Nhà Bè, Căn hộ chung cư tại Celesta Heights",50.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Hợp đồng mua bán,Không xác định,5.0,23,Hồ Chí Minh,Nhà Bè,Căn hộ chung cư tại Celesta Heights,0.1,30-50 m²,4-6 tỷ,10.7769,106.7009
"Hưng Yên, Văn Giang, Căn hộ chung cư tại Westbay Sky Residences - Ecopark",90.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Đầy đủ,9.65,24,Hưng Yên,Văn Giang,Căn hộ chung cư tại Westbay Sky Residences - Ecopark,0.11,70-90 m²,8-10 tỷ,20.6464,106.0511
"Hà Nội, Đông Anh, Căn hộ chung cư tại Imperia Signature Cổ Loa",31.0,6.0,10.0,Không xác định,Không xác định,1.0,1.0,Hợp đồng mua bán,Cơ bản,6.02,24,Hà Nội,Đông Anh,Căn hộ chung cư tại Imperia Signature Cổ Loa,0.19,30-50 m²,6-8 tỷ,21.0285,105.8542
"Hồ Chí Minh, Bình Chánh, Căn hộ chung cư tại Lovera Vista",77.6,6.0,10.0,Đông - Bắc,Tây - Nam,3.0,2.0,Đã có sổ,Cơ bản,3.79,24,Hồ Chí Minh,Bình Chánh,Căn hộ chung cư tại Lovera Vista,0.05,70-90 m²,<4 tỷ,10.7769,106.7009
"Bình Định, Quy Nhơn, Căn hộ chung cư tại FLC SeaTower",45.0,6.0,10.0,Không xác định,Tây - Nam,1.0,1.0,Không xác định,Đầy đủ,1.5,24,Bình Định,Quy Nhơn,Căn hộ chung cư tại FLC SeaTower,0.03,30-50 m²,<4 tỷ,13.782,109.2194
"Hồ Chí Minh, Bình Chánh, Căn hộ chung cư tại Mizuki Park",86.0,6.0,10.0,Nam,Bắc,2.0,2.0,Đã có sổ,Cơ bản,5.3,24,Hồ Chí Minh,Bình Chánh,Căn hộ chung cư tại Mizuki Park,0.06,70-90 m²,4-6 tỷ,10.7769,106.7009
"Hồ Chí Minh, Bình Chánh, Căn hộ chung cư tại Conic Boulevard",86.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Không xác định,2.79,24,Hồ Chí Minh,Bình Chánh,Căn hộ chung cư tại Conic Boulevard,0.03,70-90 m²,<4 tỷ,10.7769,106.7009
"Đà Nẵng, Sơn Trà, Căn hộ chung cư tại Sun Symphony Residence",60.0,6.0,10.0,Tây,Đông,2.0,1.0,Hợp đồng mua bán,Không xác định,4.5,24,Đà Nẵng,Sơn Trà,Căn hộ chung cư tại Sun Symphony Residence,0.08,50-70 m²,4-6 tỷ,16.0544,108.2022
"Đà Nẵng, Sơn Trà, Căn hộ chung cư tại Sun Symphony Residence",68.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,6.8,24,Đà Nẵng,Sơn Trà,Căn hộ chung cư tại Sun Symphony Residence,0.1,50-70 m²,6-8 tỷ,16.0544,108.2022
"Hồ Chí Minh, Bình Chánh, Căn hộ chung cư tại thị trấn Tân Túc",55.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Đầy đủ,3.61,24,Hồ Chí Minh,Bình Chánh,Căn hộ chung cư tại thị trấn Tân Túc,0.07,50-70 m²,<4 tỷ,10.7769,106.7009
"Hà Nội, Bắc Từ Liêm, Căn hộ chung cư tại Ecohome 2",38.0,6.0,10.0,Không xác định,Đông,1.0,1.0,Đã có sổ,Không xác định,2.85,24,Hà Nội,Bắc Từ Liêm,Căn hộ chung cư tại Ecohome 2,0.08,30-50 m²,<4 tỷ,21.0285,105.8542
"Hà Nội, Gia Lâm, Căn hộ chung cư tại Chung cư The Senique Hanoi",81.3,6.0,10.0,Không xác định,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Cơ bản,8.0,24,Hà Nội,Gia Lâm,Căn hộ chung cư tại Chung cư The Senique Hanoi,0.1,70-90 m²,6-8 tỷ,21.0285,105.8542
"Hà Nội, Nam Từ Liêm, Căn hộ chung cư tại Iconia Lakeside",114.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Hợp đồng mua bán,Cơ bản,10.94,24,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Iconia Lakeside,0.1,>90 m²,>10 tỷ,21.0285,105.8542
"Hà Nội, Hoài Đức, Căn hộ chung cư tại Chung cư The Wisteria",138.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Không xác định,Không xác định,15.53,24,Hà Nội,Hoài Đức,Căn hộ chung cư tại Chung cư The Wisteria,0.11,>90 m²,>10 tỷ,21.0285,105.8542
"Long An, Đức Hòa, Căn hộ chung cư tại Victory Heights",68.0,6.0,10.0,Đông - Nam,Đông - Nam,2.0,2.0,Đã có sổ,Đầy đủ,1.85,24,Long An,Đức Hòa,Căn hộ chung cư tại Victory Heights,0.03,50-70 m²,<4 tỷ,10.536,106.4099
"Thanh Hóa, Thanh Hóa, Căn hộ chung cư tại Vinhomes Star City",68.0,6.0,10.0,Tây - Nam,Đông - Bắc,2.0,2.0,Đã có sổ,Không xác định,2.7,24,Thanh Hóa,Thanh Hóa,Căn hộ chung cư tại Vinhomes Star City,0.04,50-70 m²,<4 tỷ,19.8067,105.7852
"Bắc Giang, Việt Yên, Căn hộ chung cư tại Vega Homes",30.0,6.0,10.0,Đông,Tây,1.0,1.0,Hợp đồng mua bán,Cơ bản,1.3,24,Bắc Giang,Việt Yên,Căn hộ chung cư tại Vega Homes,0.04,<30 m²,<4 tỷ,21.2731,106.1946
"Hà Nội, Nam Từ Liêm, Căn hộ chung cư tại Sun Square",103.0,6.0,10.0,Nam,Tây - Nam,3.0,2.0,Đã có sổ,Đầy đủ,9.3,24,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Sun Square,0.09,>90 m²,8-10 tỷ,21.0285,105.8542
"Hà Nội, Hà Đông, Căn hộ chung cư tại Chung cư CT4 Yên Nghĩa",90.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Đầy đủ,6.42,24,Hà Nội,Hà Đông,Căn hộ chung cư tại Chung cư CT4 Yên Nghĩa,0.07,70-90 m²,6-8 tỷ,21.0285,105.8542
"Hưng Yên, Văn Giang, Căn hộ chung cư tại The Landmark Ecopark",86.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Đầy đủ,9.22,24,Hưng Yên,Văn Giang,Căn hộ chung cư tại The Landmark Ecopark,0.11,70-90 m²,8-10 tỷ,20.6464,106.0511
"Hải Phòng, Lê Chân, Căn hộ chung cư tại Hoàng Huy Commerce",44.0,6.0,10.0,Không xác định,Đông - Nam,1.0,1.0,Đã có sổ,Đầy đủ,2.3,24,Hải Phòng,Lê Chân,Căn hộ chung cư tại Hoàng Huy Commerce,0.05,30-50 m²,<4 tỷ,20.8449,106.6881
"Hà Nội, Hoàng Mai, Căn hộ chung cư tại Khu đô thị Vĩnh Hoàng",65.0,6.0,10.0,Đông - Nam,Đông - Nam,2.0,2.0,Đã có sổ,Không xác định,4.25,24,Hà Nội,Hoàng Mai,Căn hộ chung cư tại Khu đô thị Vĩnh Hoàng,0.07,50-70 m²,4-6 tỷ,21.0285,105.8542
"Hà Nội, Thanh Xuân, Căn hộ chung cư tại Handi Resco Lê Văn Lương",99.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Đã có sổ,Đầy đủ,10.9,24,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Handi Resco Lê Văn Lương,0.11,>90 m²,>10 tỷ,21.0285,105.8542
"Hà Nội, Thanh Xuân, Căn hộ chung cư tại Khu nhà ở 90 Nguyễn Tuân",72.0,6.0,10.0,Không xác định,Không xác định,2.0,2.0,Đã có sổ,Đầy đủ,7.6,24,Hà Nội,Thanh Xuân,Căn hộ chung cư tại Khu nhà ở 90 Nguyễn Tuân,0.11,70-90 m²,6-8 tỷ,21.0285,105.8542
"Hồ Chí Minh, Quận 2, Căn hộ chung cư tại Chung cư Bộ Công An",68.7,6.0,10.0,Tây - Nam,Đông - Bắc,2.0,2.0,Đã có sổ,Đầy đủ,5.2,24,Hồ Chí Minh,Quận 2,Căn hộ chung cư tại Chung cư Bộ Công An,0.08,50-70 m²,4-6 tỷ,10.7769,106.7009
"Đà Nẵng, Ngũ Hành Sơn, Căn hộ chung cư tại FPT Plaza 2",72.0,6.0,10.0,Đông,Tây - Nam,2.0,2.0,Đã có sổ,Đầy đủ,3.4,24,Đà Nẵng,Ngũ Hành Sơn,Căn hộ chung cư tại FPT Plaza 2,0.05,70-90 m²,<4 tỷ,16.0544,108.2022
"Đà Nẵng, Ngũ Hành Sơn, Căn hộ chung cư tại FPT Plaza 2",72.0,6.0,10.0,Tây - Nam,Đông - Bắc,2.0,2.0,Đã có sổ,Đầy đủ,3.0,24,Đà Nẵng,Ngũ Hành Sơn,Căn hộ chung cư tại FPT Plaza 2,0.04,70-90 m²,<4 tỷ,16.0544,108.2022
"Long An, Đức Hòa, Căn hộ chung cư tại The Ori Phương Mai",45.0,6.0,10.0,Không xác định,Không xác định,3.0,2.0,Hợp đồng mua bán,Không xác định,0.92,24,Long An,Đức Hòa,Căn hộ chung cư tại The Ori Phương Mai,0.02,30-50 m²,<4 tỷ,10.536,106.4099
"Hà Nội, Nam Từ Liêm, Căn hộ chung cư tại Hausman Premium Residences",56.1,6.0,10.0,Đông - Bắc,Tây - Nam,2.0,1.0,Đã có sổ,Đầy đủ,8.83,24,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại Hausman Premium Residences,0.16,50-70 m²,8-10 tỷ,21.0285,105.8542
"Hà Nội, Nam Từ Liêm, Căn hộ chung cư tại NHS Phương Canh Residence",56.7,6.0,10.0,Đông - Nam,Tây - Bắc,2.0,2.0,Đã có sổ,Không xác định,3.4,24,Hà Nội,Nam Từ Liêm,Căn hộ chung cư tại NHS Phương Canh Residence,0.06,50-70 m²,<4 tỷ,21.0285,105.8542
